time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/iterations,time/fps,rollout/ep_len_mean,train/entropy_loss,train/loss,train/explained_variance,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/approx_kl,train/clip_range,train/n_updates,train/learning_rate
359,-830.9073333299998,92160,15,256,2221.0,-7.199417362610499,3.9667177200317383,0.9793691039085388,0.005315571293370643,7.7180671989917755,0.2526041666666667,0.015985621,0.2,56,0.00025
386,-837.4073333299998,98304,16,254,2221.0,-6.956291437149048,2.851058006286621,0.9818609356880188,0.07998297387772861,10.683877259492874,0.5542399088541666,0.018909661,0.2,60,0.00025
410,-848.1028888799998,104448,17,254,2221.0,-7.253251001238823,4.142512321472168,0.985853374004364,0.019198400414704036,8.421286776661873,0.3358561197916667,0.014189248,0.2,64,0.00025
435,-857.1134444399996,110592,18,253,2221.0,-7.237538139025371,2.3765065670013428,0.9857673048973083,0.05490976198537586,6.709199463327725,0.5648600260416666,0.05662856,0.2,68,0.00025
460,-852.7678888899998,116736,19,253,2221.0,-7.399987389643987,1.916784405708313,0.9862885475158691,0.05622066870516088,6.242395122845967,0.5406087239583334,0.19479561,0.2,72,0.00025
485,-826.7778888899996,122880,20,253,2221.0,-7.465254709124565,3.435875654220581,0.9887456893920898,0.08121991657147494,5.278186120092869,0.5858154296875,0.0477525,0.2,76,0.00025
509,-797.3917777899997,129024,21,253,2221.0,-7.428430701295535,1.6407400369644165,0.9886629581451416,0.013271683652419597,4.986872831980388,0.2710367838541667,0.014428229,0.2,80,0.00025
537,-767.2206666899999,135168,22,251,2221.0,-7.483568986256917,1.7783845663070679,0.9934759736061096,0.01812109878907601,4.568914343913396,0.3715006510416667,0.015364316,0.2,84,0.00025
562,-735.7367778099999,141312,23,250,2221.0,-7.201562012235324,5.346123695373535,0.9921993017196655,0.11123156600418345,5.846865860124429,0.6038004557291666,1.0310005,0.2,88,0.00025
588,-699.17788894,147456,24,250,2221.0,-7.288937881588936,3.5545639991760254,0.9918251633644104,0.006513666196648653,7.599121468762557,0.22098795572916666,0.016067833,0.2,92,0.00025
612,-671.93955559,153600,25,250,2221.0,-7.2652294387420016,3.330679178237915,0.9930394291877747,0.0027939956562477164,6.594740343590577,0.1787109375,0.011340688,0.2,96,0.00025
637,-654.6367778000002,159744,26,250,2221.0,-7.296014234423637,3.1965878009796143,0.9926133751869202,0.0031681306136306375,6.59647211432457,0.20711263020833334,0.015395242,0.2,100,0.00025
662,-627.9451111500001,165888,27,250,2221.0,-7.358594973882039,3.7144134044647217,0.9877669811248779,0.008192531218810473,6.369598152736823,0.2513427734375,0.0179374,0.2,104,0.00025
687,-607.6695556000001,172032,28,250,2221.0,-7.432030042012532,4.6439032554626465,0.9902743101119995,0.055301215033978224,3.1558149506648383,0.52392578125,0.04183585,0.2,108,0.00025
712,-579.4278889500002,178176,29,250,2221.0,-7.5372534940640135,1.16299569606781,0.9937957525253296,0.024853542970959097,3.3353003511826196,0.3591715494791667,0.017553164,0.2,112,0.00025
736,-549.0323333700002,184320,30,250,2221.0,-7.582907805840175,1.2272337675094604,0.9934545159339905,0.007618925529338109,3.349866616229216,0.24934895833333334,0.018162856,0.2,116,0.00025
761,-520.8723333700001,190464,31,249,2221.0,-7.534544512629509,1.4392551183700562,0.9925684928894043,0.011221120764579004,3.2798778899013996,0.2784830729166667,0.030722007,0.2,120,0.00025
787,-505.22288891000005,196608,32,249,2221.0,-7.654861311117808,1.2439910173416138,0.9935811758041382,0.015775506750893935,3.2061370288332305,0.3411051432291667,0.016872996,0.2,124,0.00025
813,-478.57455557000014,202752,33,249,2221.0,-7.689723094304402,1.245872974395752,0.9915862083435059,0.012316868315489652,3.211197029799223,0.34228515625,0.026958408,0.2,128,0.00025
